generation,best_fitness,min_fitness,max_fitness,mean_fitness,std_fitness,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
773,5.30654,5.30748,52.0647,7.07962,4.746,-772.143,177.613,415.073,52.9457,1039.99,4574.41
774,5.30654,5.30709,251.102,7.86135,14.7693,-772.143,177.613,415.073,52.9457,1039.99,4574.41
775,5.30654,5.30925,41.0846,7.03728,4.1293,-772.143,177.613,415.073,52.9457,1039.99,4574.41
776,5.30654,5.30692,75.2368,7.12711,5.80761,-772.143,177.613,415.073,52.9457,1039.99,4574.41
777,5.30654,5.30687,52.1631,7.11478,4.84549,-772.143,177.613,415.073,52.9457,1039.99,4574.41
778,5.30654,5.30747,39.0494,6.80336,3.80769,-772.143,177.613,415.073,52.9457,1039.99,4574.41
779,5.30654,5.30843,54.3701,7.09361,4.80054,-772.143,177.613,415.073,52.9457,1039.99,4574.41
780,5.30654,5.30863,77.0242,6.84983,5.19274,-772.143,177.613,415.073,52.9457,1039.99,4574.41
781,5.30654,5.30819,47.9082,6.8314,3.89893,-772.143,177.613,415.073,52.9457,1039.99,4574.41
782,5.30654,5.30691,64.9432,7.28722,5.56851,-772.143,177.613,415.073,52.9457,1039.99,4574.41
783,5.30654,5.30806,45.7486,6.95843,4.13653,-772.143,177.613,415.073,52.9457,1039.99,4574.41
784,5.30654,5.30736,54.9836,7.10217,5.06787,-772.143,177.613,415.073,52.9457,1039.99,4574.41
785,5.30654,5.30684,50.7114,6.92329,4.58695,-772.143,177.613,415.073,52.9457,1039.99,4574.41
786,5.30654,5.30777,66.4487,7.00735,4.82881,-772.143,177.613,415.073,52.9457,1039.99,4574.41
787,5.30654,5.30717,92.6443,7.3174,6.45345,-772.143,177.613,415.073,52.9457,1039.99,4574.41
788,5.30654,5.30672,34.9804,6.7448,3.84681,-772.143,177.613,415.073,52.9457,1039.99,4574.41
789,5.30654,5.30722,45.4727,6.85953,4.11257,-772.143,177.613,415.073,52.9457,1039.99,4574.41
790,5.30654,5.3069,38.519,7.10697,4.77583,-772.143,177.613,415.073,52.9457,1039.99,4574.41
791,5.30654,5.30709,49.6609,7.23103,5.20653,-772.143,177.613,415.073,52.9457,1039.99,4574.41
792,5.30654,5.30793,45.1281,7.17298,5.34389,-772.143,177.613,415.073,52.9457,1039.99,4574.41
793,5.30654,5.30698,39.8963,6.75953,3.79712,-772.143,177.613,415.073,52.9457,1039.99,4574.41
794,5.30654,5.30737,49.837,7.04462,4.56517,-772.143,177.613,415.073,52.9457,1039.99,4574.41
795,5.30654,5.30794,91.2208,7.16626,6.1647,-772.143,177.613,415.073,52.9457,1039.99,4574.41
796,5.30654,5.30703,38.5712,7.02725,4.48177,-772.143,177.613,415.073,52.9457,1039.99,4574.41
797,5.30654,5.307,51.793,6.81222,4.16735,-772.143,177.613,415.073,52.9457,1039.99,4574.41
798,5.30654,5.30687,30.561,6.87877,3.7,-772.143,177.613,415.073,52.9457,1039.99,4574.41
799,5.30654,5.30764,53.8535,6.94487,4.5815,-772.143,177.613,415.073,52.9457,1039.99,4574.41
800,5.30654,5.30673,41.3788,6.96368,4.79319,-772.143,177.613,415.073,52.9457,1039.99,4574.41
801,5.30654,5.30706,48.0176,7.19165,5.3731,-772.143,177.613,415.073,52.9457,1039.99,4574.41
802,5.30654,5.30671,42.2092,7.02015,4.9122,-772.143,177.613,415.073,52.9457,1039.99,4574.41
803,5.30564,5.30564,52.5736,7.13687,4.6261,-771.184,176.785,414.971,52.9233,1040.09,4574.68
804,5.30564,5.3057,195.36,8.00914,11.6079,-771.184,176.785,414.971,52.9233,1040.09,4574.68
805,5.30564,5.30592,48.1776,7.62353,5.06735,-771.184,176.785,414.971,52.9233,1040.09,4574.68
806,5.30564,5.30822,69.5048,7.74826,5.52678,-771.184,176.785,414.971,52.9233,1040.09,4574.68
807,5.30524,5.30524,45.2936,7.81309,4.77689,-771.562,177.024,415.111,52.926,1040.11,4574.55
808,5.30524,5.30721,66.1238,7.84118,5.24377,-771.562,177.024,415.111,52.926,1040.11,4574.55
809,5.30484,5.30484,43.5882,7.7954,3.73593,-771.114,176.825,414.87,52.9203,1040.15,4574.64
810,5.30484,5.30614,38.4606,8.24996,4.78299,-771.114,176.825,414.87,52.9203,1040.15,4574.64
811,5.30484,5.30808,48.6436,8.13417,4.85049,-771.114,176.825,414.87,52.9203,1040.15,4574.64
812,5.30484,5.30771,41.096,8.12842,4.63747,-771.114,176.825,414.87,52.9203,1040.15,4574.64
813,5.30484,5.306,54.6454,8.08387,5.16812,-771.114,176.825,414.87,52.9203,1040.15,4574.64
814,5.30484,5.30896,50.6218,8.18272,5.12226,-771.114,176.825,414.87,52.9203,1040.15,4574.64
815,5.30484,5.3063,58.8763,8.29851,5.31373,-771.114,176.825,414.87,52.9203,1040.15,4574.64
816,5.30484,5.30648,38.3945,8.10832,3.74847,-771.114,176.825,414.87,52.9203,1040.15,4574.64
817,5.30484,5.30835,41.291,8.12631,4.7773,-771.114,176.825,414.87,52.9203,1040.15,4574.64
818,5.30484,5.306,32.8725,7.93555,4.24058,-771.114,176.825,414.87,52.9203,1040.15,4574.64
819,5.30484,5.30858,37.5077,8.07442,4.1659,-771.114,176.825,414.87,52.9203,1040.15,4574.64
820,5.30484,5.30565,36.8414,8.25456,4.50011,-771.114,176.825,414.87,52.9203,1040.15,4574.64
821,5.30484,5.30735,35.2453,8.31589,4.31304,-771.114,176.825,414.87,52.9203,1040.15,4574.64
822,5.30453,5.30453,45.2578,8.25779,4.48006,-771.103,176.774,414.909,52.9202,1040.14,4574.64
823,5.30453,5.30553,40.4226,8.26149,4.61883,-771.103,176.774,414.909,52.9202,1040.14,4574.64
824,5.30453,5.30711,53.0734,8.32091,4.6231,-771.103,176.774,414.909,52.9202,1040.14,4574.64
825,5.30453,5.30737,42.1741,8.14419,4.24775,-771.103,176.774,414.909,52.9202,1040.14,4574.64
826,5.30453,5.30672,40.2032,8.32933,4.39586,-771.103,176.774,414.909,52.9202,1040.14,4574.64
827,5.30453,5.30802,48.116,8.11985,4.28276,-771.103,176.774,414.909,52.9202,1040.14,4574.64
828,5.30453,5.30689,55.4307,8.67953,5.88048,-771.103,176.774,414.909,52.9202,1040.14,4574.64
829,5.30453,5.30594,47.1636,8.34302,4.86854,-771.103,176.774,414.909,52.9202,1040.14,4574.64
830,5.30453,5.30556,47.4718,8.377,5.30564,-771.103,176.774,414.909,52.9202,1040.14,4574.64
831,5.30453,5.30498,57.7149,8.33629,4.92299,-771.103,176.774,414.909,52.9202,1040.14,4574.64
832,5.30453,5.30802,58.1543,8.66836,5.04951,-771.103,176.774,414.909,52.9202,1040.14,4574.64
833,5.30439,5.30439,37.9663,8.26759,4.23091,-771.114,176.759,414.924,52.9281,1040.14,4574.66
834,5.30439,5.30622,41.1616,8.33938,4.31339,-771.114,176.759,414.924,52.9281,1040.14,4574.66
835,5.30439,5.30702,38.2454,8.13871,4.17072,-771.114,176.759,414.924,52.9281,1040.14,4574.66
836,5.30439,5.30471,41.3398,8.47947,5.22942,-771.114,176.759,414.924,52.9281,1040.14,4574.66
837,5.30439,5.30625,42.384,7.9569,4.1401,-771.114,176.759,414.924,52.9281,1040.14,4574.66
838,5.30439,5.30939,36.0023,8.24155,4.45297,-771.114,176.759,414.924,52.9281,1040.14,4574.66
839,5.30439,5.3053,33.3521,7.99707,4.05836,-771.114,176.759,414.924,52.9281,1040.14,4574.66
840,5.30439,5.30779,34.5933,8.35143,4.39117,-771.114,176.759,414.924,52.9281,1040.14,4574.66
841,5.30439,5.3054,36.0575,8.1495,4.29785,-771.114,176.759,414.924,52.9281,1040.14,4574.66
842,5.30439,5.3071,39.5632,8.4664,5.17555,-771.114,176.759,414.924,52.9281,1040.14,4574.66
843,5.30439,5.30579,52.3776,8.21472,4.5891,-771.114,176.759,414.924,52.9281,1040.14,4574.66
844,5.30439,5.30643,60.6856,8.30303,5.34522,-771.114,176.759,414.924,52.9281,1040.14,4574.66
845,5.30439,5.30773,65.2059,8.32834,5.37473,-771.114,176.759,414.924,52.9281,1040.14,4574.66
846,5.30439,5.30729,53.1655,8.2319,5.41696,-771.114,176.759,414.924,52.9281,1040.14,4574.66
847,5.30439,5.30469,69.1474,8.64057,6.06363,-771.114,176.759,414.924,52.9281,1040.14,4574.66
848,5.30439,5.30487,36.4277,8.33298,4.30427,-771.114,176.759,414.924,52.9281,1040.14,4574.66
849,5.30439,5.30555,44.0281,8.26204,5.24469,-771.114,176.759,414.924,52.9281,1040.14,4574.66
850,5.30439,5.309,48.7702,8.19696,4.6573,-771.114,176.759,414.924,52.9281,1040.14,4574.66
851,5.30439,5.308,39.8854,8.1197,4.27263,-771.114,176.759,414.924,52.9281,1040.14,4574.66
852,5.30439,5.30677,58.6454,8.24845,5.13266,-771.114,176.759,414.924,52.9281,1040.14,4574.66
853,5.30439,5.30519,47.6951,8.15596,5.00902,-771.114,176.759,414.924,52.9281,1040.14,4574.66
854,5.30439,5.30609,39.7388,8.03347,4.71526,-771.114,176.759,414.924,52.9281,1040.14,4574.66
855,5.30439,5.30478,51.6564,8.34637,6.07792,-771.114,176.759,414.924,52.9281,1040.14,4574.66
856,5.30439,5.30746,97.2721,8.53171,6.92835,-771.114,176.759,414.924,52.9281,1040.14,4574.66
857,5.30439,5.30477,39.8648,8.19421,4.46713,-771.114,176.759,414.924,52.9281,1040.14,4574.66
858,5.30439,5.30553,102.794,8.71846,7.57844,-771.114,176.759,414.924,52.9281,1040.14,4574.66
859,5.30439,5.30498,49.1769,8.14918,4.77245,-771.114,176.759,414.924,52.9281,1040.14,4574.66
860,5.30439,5.30479,54.7647,8.41013,5.46857,-771.114,176.759,414.924,52.9281,1040.14,4574.66
861,5.30439,5.30627,36.0927,8.00182,4.62352,-771.114,176.759,414.924,52.9281,1040.14,4574.66
862,5.30439,5.30537,42.0564,8.15849,4.70952,-771.114,176.759,414.924,52.9281,1040.14,4574.66
863,5.30439,5.30549,36.5324,8.45517,5.37747,-771.114,176.759,414.924,52.9281,1040.14,4574.66
864,5.30439,5.30585,47.0129,8.12285,4.88082,-771.114,176.759,414.924,52.9281,1040.14,4574.66
865,5.30439,5.30468,35.2449,7.82212,3.87861,-771.114,176.759,414.924,52.9281,1040.14,4574.66
866,5.30439,5.30472,40.6479,8.24341,5.0518,-771.114,176.759,414.924,52.9281,1040.14,4574.66
867,5.30439,5.30559,97.2271,8.57304,7.27139,-771.114,176.759,414.924,52.9281,1040.14,4574.66
868,5.30439,5.30588,65.7832,8.3117,5.4469,-771.114,176.759,414.924,52.9281,1040.14,4574.66
869,5.30439,5.30461,84.1811,8.01282,5.85125,-771.114,176.759,414.924,52.9281,1040.14,4574.66
870,5.30439,5.30515,87.7356,8.41039,6.12791,-771.114,176.759,414.924,52.9281,1040.14,4574.66
871,5.30439,5.3046,353.581,9.28097,20.4735,-771.114,176.759,414.924,52.9281,1040.14,4574.66
872,5.30439,5.30505,430.252,9.79203,24.811,-771.114,176.759,414.924,52.9281,1040.14,4574.66
873,5.30439,5.30566,180.063,8.51481,10.8994,-771.114,176.759,414.924,52.9281,1040.14,4574.66
874,5.30439,5.30477,32.5055,8.33908,4.35778,-771.114,176.759,414.924,52.9281,1040.14,4574.66
875,5.30439,5.30497,393.626,9.61498,22.806,-771.114,176.759,414.924,52.9281,1040.14,4574.66
876,5.30438,5.30438,129.564,8.80982,10.565,-771.114,176.759,414.925,52.9281,1040.14,4574.66
877,5.30438,5.30611,130.026,8.51581,8.04193,-771.114,176.759,414.925,52.9281,1040.14,4574.66
878,5.30438,5.30458,90.2852,8.39554,7.22399,-771.114,176.759,414.925,52.9281,1040.14,4574.66
879,5.30438,5.30458,91.4864,8.54598,6.80514,-771.114,176.759,414.925,52.9281,1040.14,4574.66
880,5.30438,5.30557,402.575,9.70891,23.3153,-771.114,176.759,414.925,52.9281,1040.14,4574.66
881,5.30438,5.30591,84.2865,8.30637,6.29993,-771.114,176.759,414.925,52.9281,1040.14,4574.66
882,5.30438,5.30481,84.7439,8.42726,6.37723,-771.114,176.759,414.925,52.9281,1040.14,4574.66
883,5.30438,5.30461,226.657,8.70113,13.3456,-771.114,176.759,414.925,52.9281,1040.14,4574.66
884,5.30438,5.3047,140.613,8.36814,8.90899,-771.114,176.759,414.925,52.9281,1040.14,4574.66
885,5.30438,5.30493,70.7586,8.05199,5.33296,-771.114,176.759,414.925,52.9281,1040.14,4574.66
886,5.30438,5.30594,83.27,8.17135,5.94433,-771.114,176.759,414.925,52.9281,1040.14,4574.66
887,5.30438,5.30584,240.365,8.86257,14.0607,-771.114,176.759,414.925,52.9281,1040.14,4574.66
888,5.30438,5.30448,52.3395,8.12093,4.86175,-771.114,176.759,414.925,52.9281,1040.14,4574.66
889,5.30438,5.30451,80.9524,8.4546,6.51137,-771.114,176.759,414.925,52.9281,1040.14,4574.66
890,5.30438,5.30441,46.9932,8.34118,5.32942,-771.114,176.759,414.925,52.9281,1040.14,4574.66
891,5.30438,5.30525,70.0645,8.31504,6.17883,-771.114,176.759,414.925,52.9281,1040.14,4574.66
892,5.30438,5.30442,39.2027,8.08089,4.69125,-771.114,176.759,414.925,52.9281,1040.14,4574.66
893,5.30438,5.30446,72.2009,8.16802,6.1393,-771.114,176.759,414.925,52.9281,1040.14,4574.66
894,5.30438,5.30459,44.1068,8.00754,4.53553,-771.114,176.759,414.925,52.9281,1040.14,4574.66
895,5.30438,5.30601,63.606,7.90969,5.03492,-771.114,176.759,414.925,52.9281,1040.14,4574.66
896,5.30438,5.30448,62.301,8.1741,6.08974,-771.114,176.759,414.925,52.9281,1040.14,4574.66
897,5.30438,5.3044,54.2136,8.1164,5.07471,-771.114,176.759,414.925,52.9281,1040.14,4574.66
898,5.30438,5.30491,35.3238,7.90955,3.93642,-771.114,176.759,414.925,52.9281,1040.14,4574.66
899,5.30438,5.30442,38.1626,7.81798,4.15612,-771.114,176.759,414.925,52.9281,1040.14,4574.66
900,5.30438,5.30441,34.0355,8.0953,4.38308,-771.114,176.759,414.925,52.9281,1040.14,4574.66
901,5.30438,5.30438,57.2247,7.99908,5.64697,-771.114,176.759,414.925,52.9281,1040.14,4574.66
902,5.30437,5.30437,137.412,8.3779,8.89104,-771.114,176.76,414.925,52.9273,1040.15,4574.65
903,5.30437,5.30442,37.3092,7.95865,4.47995,-771.114,176.76,414.925,52.9273,1040.15,4574.65
904,5.30437,5.30443,68.2469,8.22686,6.02682,-771.114,176.76,414.925,52.9273,1040.15,4574.65
905,5.30437,5.30482,80.565,8.02933,5.67467,-771.114,176.76,414.925,52.9273,1040.15,4574.65
906,5.30437,5.30451,64.2196,7.93022,5.07337,-771.114,176.76,414.925,52.9273,1040.15,4574.65
907,5.30437,5.30463,71.657,7.8868,5.75769,-771.114,176.76,414.925,52.9273,1040.15,4574.65
908,5.30437,5.3049,35.8687,7.88702,4.20696,-771.114,176.76,414.925,52.9273,1040.15,4574.65
909,5.30437,5.30462,70.7293,8.23318,6.25191,-771.114,176.76,414.925,52.9273,1040.15,4574.65
910,5.30437,5.30438,53.1417,8.35723,5.44593,-771.114,176.76,414.925,52.9273,1040.15,4574.65
911,5.30437,5.30442,66.5706,8.15425,6.2933,-771.114,176.76,414.925,52.9273,1040.15,4574.65
912,5.30437,5.30444,36.18,7.93332,4.60174,-771.114,176.76,414.925,52.9273,1040.15,4574.65
913,5.30437,5.3047,61.2366,8.01045,5.41399,-771.114,176.76,414.925,52.9273,1040.15,4574.65
914,5.30436,5.30436,71.4511,7.78308,5.24067,-771.114,176.76,414.925,52.9273,1040.15,4574.65
915,5.30436,5.30451,57.5586,8.01838,5.27355,-771.114,176.76,414.925,52.9273,1040.15,4574.65
916,5.30436,5.30439,63.3359,8.04808,5.79397,-771.114,176.76,414.925,52.9273,1040.15,4574.65
917,5.30436,5.30454,51.0713,7.8628,4.66889,-771.114,176.76,414.925,52.9273,1040.15,4574.65
918,5.30436,5.30442,197.968,8.65322,12.1758,-771.114,176.76,414.925,52.9273,1040.15,4574.65
919,5.30436,5.3044,46.6874,7.8821,4.88189,-771.114,176.76,414.925,52.9273,1040.15,4574.65
920,5.30436,5.30436,75.3147,8.06952,6.37327,-771.114,176.76,414.925,52.9274,1040.15,4574.65
921,5.30436,5.30456,79.6027,7.9206,5.48982,-771.114,176.76,414.925,52.9274,1040.15,4574.65
922,5.30436,5.30452,36.5401,7.98365,4.4814,-771.114,176.76,414.925,52.9274,1040.15,4574.65
923,5.30436,5.30437,107.293,7.89621,6.76735,-771.114,176.76,414.925,52.9274,1040.15,4574.65
924,5.30436,5.30463,41.9494,7.72561,4.59712,-771.114,176.76,414.925,52.9274,1040.15,4574.65
925,5.30436,5.30453,65.4694,7.87305,5.05538,-771.114,176.76,414.925,52.9274,1040.15,4574.65
926,5.30436,5.30446,63.41,8.00449,5.06975,-771.114,176.76,414.925,52.9274,1040.15,4574.65
927,5.30436,5.30452,61.3727,8.0348,5.18836,-771.114,176.76,414.925,52.9274,1040.15,4574.65
928,5.30436,5.30437,112.263,7.84736,7.21724,-771.114,176.76,414.925,52.9274,1040.15,4574.65
929,5.30436,5.30484,48.0672,7.87009,4.67619,-771.114,176.76,414.925,52.9274,1040.15,4574.65
930,5.30436,5.30437,76.2505,7.97305,5.45351,-771.114,176.76,414.925,52.9274,1040.15,4574.65
931,5.30436,5.30439,64.3593,8.08448,5.27038,-771.114,176.76,414.925,52.9274,1040.15,4574.65
932,5.30436,5.30452,29.3896,7.78232,3.89874,-771.114,176.76,414.925,52.9274,1040.15,4574.65
933,5.30436,5.30436,65.2331,7.77334,4.94016,-771.114,176.76,414.925,52.9274,1040.15,4574.65
934,5.30436,5.30441,36.6491,7.64314,4.59529,-771.114,176.76,414.925,52.9274,1040.15,4574.65
935,5.30436,5.30441,34.634,7.5262,3.64917,-771.114,176.76,414.925,52.9274,1040.15,4574.65
936,5.30436,5.30444,28.4569,7.37456,3.60014,-771.114,176.76,414.925,52.9274,1040.15,4574.65
937,5.30436,5.30437,45.6202,7.45609,3.97922,-771.114,176.76,414.925,52.9274,1040.15,4574.65
938,5.30436,5.30441,48.682,7.46804,4.13344,-771.114,176.76,414.925,52.9274,1040.15,4574.65
939,5.30436,5.30437,23.2436,7.62435,3.36163,-771.114,176.76,414.925,52.9274,1040.15,4574.65
940,5.30436,5.30439,36.7113,7.65773,4.04344,-771.114,176.76,414.925,52.9274,1040.15,4574.65
941,5.30436,5.30436,37.4216,7.84943,4.45605,-771.114,176.76,414.925,52.9274,1040.15,4574.65
942,5.30436,5.30438,35.4531,7.77237,4.46006,-771.114,176.76,414.925,52.9274,1040.15,4574.65
943,5.30436,5.30436,32.7647,7.73703,4.31005,-771.114,176.76,414.925,52.9274,1040.15,4574.65
944,5.30436,5.30438,48.413,7.92295,4.70532,-771.114,176.76,414.925,52.9274,1040.15,4574.65
945,5.30436,5.30436,40.3796,7.91013,4.43468,-771.114,176.76,414.925,52.9274,1040.15,4574.65
946,5.30436,5.30437,44.2485,8.04332,5.01528,-771.114,176.76,414.925,52.9274,1040.15,4574.65
947,5.30436,5.30436,56.9081,7.83869,4.71832,-771.114,176.76,414.925,52.9274,1040.15,4574.65
948,5.30436,5.30437,66.3895,7.93991,5.53264,-771.114,176.76,414.925,52.9274,1040.15,4574.65
949,5.30436,5.30436,35.0584,7.51789,3.81536,-771.114,176.76,414.925,52.9274,1040.15,4574.65
950,5.30436,5.30436,46.8379,7.67685,4.4248,-771.114,176.76,414.925,52.9274,1040.15,4574.65
951,5.30436,5.30437,34.2065,7.36591,3.28268,-771.114,176.76,414.925,52.9274,1040.15,4574.65
952,5.30436,5.30436,37.1687,7.83543,4.28831,-771.114,176.76,414.925,52.9274,1040.15,4574.65
953,5.30436,5.30436,33.47,7.83253,4.40292,-771.114,176.76,414.925,52.9274,1040.15,4574.65
954,5.30436,5.30437,63.9441,8.38931,6.52779,-771.114,176.76,414.925,52.9274,1040.15,4574.65
955,5.30436,5.30436,61.7246,7.86867,5.56394,-771.114,176.76,414.925,52.9274,1040.15,4574.65
956,5.30436,5.30437,44.0684,7.82488,4.86842,-771.114,176.76,414.925,52.9274,1040.15,4574.65
957,5.30435,5.30435,46.2655,7.78544,5.45015,-771.114,176.76,414.925,52.9271,1040.15,4574.66
958,5.30435,5.30437,53.7993,8.138,5.75724,-771.114,176.76,414.925,52.9271,1040.15,4574.66
959,5.30435,5.30453,45.2863,7.86054,4.93773,-771.114,176.76,414.925,52.9271,1040.15,4574.66
960,5.30435,5.3045,33.218,7.55285,3.95078,-771.114,176.76,414.925,52.9271,1040.15,4574.66
961,5.30435,5.3044,42.4974,7.59885,4.64068,-771.114,176.76,414.925,52.9271,1040.15,4574.66
962,5.30429,5.30429,62.4871,7.89643,5.13237,-771.04,176.299,415.31,52.9296,1040.11,4574.77
963,5.30429,5.30434,32.3969,7.83667,4.30543,-771.04,176.299,415.31,52.9296,1040.11,4574.77
964,5.30393,5.30393,49.4095,8.19815,5.04794,-770.853,176.351,415.071,52.9281,1040.09,4574.49
965,5.30393,5.30895,41.4859,8.01082,4.44808,-770.853,176.351,415.071,52.9281,1040.09,4574.49
966,5.30393,5.30782,57.7285,8.12242,5.33258,-770.853,176.351,415.071,52.9281,1040.09,4574.49
967,5.30393,5.3056,56.5842,7.99915,4.85366,-770.853,176.351,415.071,52.9281,1040.09,4574.49
968,5.30393,5.30576,44.6713,7.86926,4.47801,-770.853,176.351,415.071,52.9281,1040.09,4574.49
969,5.30393,5.30489,43.2532,8.23721,4.70799,-770.853,176.351,415.071,52.9281,1040.09,4574.49
970,5.30393,5.31179,45.5684,8.16788,5.04281,-770.853,176.351,415.071,52.9281,1040.09,4574.49
971,5.30393,5.30616,44.9422,8.27756,5.61229,-770.853,176.351,415.071,52.9281,1040.09,4574.49
972,5.30393,5.30481,60.5616,8.46487,6.02426,-770.853,176.351,415.071,52.9281,1040.09,4574.49
973,5.30393,5.30492,39.7523,8.1528,4.7556,-770.853,176.351,415.071,52.9281,1040.09,4574.49
974,5.30393,5.3074,44.0772,8.2734,5.33319,-770.853,176.351,415.071,52.9281,1040.09,4574.49
975,5.30393,5.30525,43.4553,8.26688,5.01528,-770.853,176.351,415.071,52.9281,1040.09,4574.49
976,5.30393,5.30539,44.604,8.45797,5.46191,-770.853,176.351,415.071,52.9281,1040.09,4574.49
977,5.30393,5.30662,42.8056,8.19729,4.5372,-770.853,176.351,415.071,52.9281,1040.09,4574.49
978,5.30393,5.30983,47.2604,8.45226,5.45021,-770.853,176.351,415.071,52.9281,1040.09,4574.49
979,5.30393,5.30484,40.6865,8.09167,4.47268,-770.853,176.351,415.071,52.9281,1040.09,4574.49
980,5.30393,5.30668,47.8349,8.30601,5.47604,-770.853,176.351,415.071,52.9281,1040.09,4574.49
981,5.30393,5.30759,44.0173,7.97318,4.72428,-770.853,176.351,415.071,52.9281,1040.09,4574.49
982,5.30393,5.30674,67.474,8.54635,6.26414,-770.853,176.351,415.071,52.9281,1040.09,4574.49
983,5.30393,5.30652,72.904,8.36518,5.71546,-770.853,176.351,415.071,52.9281,1040.09,4574.49
984,5.30393,5.30551,69.1561,8.4071,6.74817,-770.853,176.351,415.071,52.9281,1040.09,4574.49
985,5.30393,5.30545,60.7648,8.08155,5.98841,-770.853,176.351,415.071,52.9281,1040.09,4574.49
986,5.30393,5.30467,77.5791,8.04726,5.709,-770.853,176.351,415.071,52.9281,1040.09,4574.49
987,5.30393,5.30536,39.318,8.0948,4.77946,-770.853,176.351,415.071,52.9281,1040.09,4574.49
988,5.30393,5.30522,79.8024,8.54635,6.90285,-770.853,176.351,415.071,52.9281,1040.09,4574.49
989,5.30393,5.30559,50.1556,8.4442,6.32076,-770.853,176.351,415.071,52.9281,1040.09,4574.49
990,5.30393,5.30448,56.0295,8.31476,5.87893,-770.853,176.351,415.071,52.9281,1040.09,4574.49
991,5.30393,5.30583,58.6177,8.20127,5.57123,-770.853,176.351,415.071,52.9281,1040.09,4574.49
992,5.30393,5.30686,67.2112,8.06973,5.78013,-770.853,176.351,415.071,52.9281,1040.09,4574.49
993,5.30393,5.30498,43.5659,8.30722,5.05553,-770.853,176.351,415.071,52.9281,1040.09,4574.49
994,5.30393,5.30784,51.639,8.21588,5.58267,-770.853,176.351,415.071,52.9281,1040.09,4574.49
995,5.30393,5.30442,45.74,8.19777,4.93964,-770.853,176.351,415.071,52.9281,1040.09,4574.49
996,5.30393,5.30456,57.9993,8.51741,5.9372,-770.853,176.351,415.071,52.9281,1040.09,4574.49
997,5.30393,5.30469,57.8543,8.46989,5.78369,-770.853,176.351,415.071,52.9281,1040.09,4574.49
998,5.30393,5.30803,52.1142,8.14967,5.05713,-770.853,176.351,415.071,52.9281,1040.09,4574.49
999,5.30393,5.30792,61.9186,8.75614,6.82748,-770.853,176.351,415.071,52.9281,1040.09,4574.49
1000,5.30393,5.30501,56.4185,8.25705,5.08161,-770.853,176.351,415.071,52.9281,1040.09,4574.49
1,5.60384,5.60384,inf,inf,nan,-789.079,161.163,448.057,53.2325,1037.98,4577.85
2,5.2738,5.2738,inf,inf,nan,-794.973,166.436,449.385,52.9751,1033.93,4587.69
3,5.2738,5.2775,inf,inf,nan,-794.973,166.436,449.385,52.9751,1033.93,4587.69
4,5.17108,5.17108,inf,inf,nan,-795.222,165.951,449.386,53.4841,1031.94,4595.84
5,5.17108,5.32914,inf,inf,nan,-795.222,165.951,449.386,53.4841,1031.94,4595.84
6,5.17108,5.17423,inf,inf,nan,-795.222,165.951,449.386,53.4841,1031.94,4595.84
7,5.08121,5.08121,inf,inf,nan,-795.785,166.165,449.386,53.4772,1032.51,4594.59
8,5.08121,5.1174,inf,inf,nan,-795.785,166.165,449.386,53.4772,1032.51,4594.59
9,5.08121,5.12941,inf,inf,nan,-795.785,166.165,449.386,53.4772,1032.51,4594.59
10,5.08121,5.13215,inf,inf,nan,-795.785,166.165,449.386,53.4772,1032.51,4594.59
11,5.08101,5.08101,inf,inf,nan,-796.158,166.076,449.386,53.8143,1033.89,4594.82
12,5.08101,5.1348,inf,inf,nan,-796.158,166.076,449.386,53.8143,1033.89,4594.82
13,5.08101,5.13838,inf,inf,nan,-796.158,166.076,449.386,53.8143,1033.89,4594.82
14,5.08101,5.11714,inf,inf,nan,-796.158,166.076,449.386,53.8143,1033.89,4594.82
15,5.07926,5.07926,inf,inf,nan,-795.876,166.168,449.386,53.5963,1033.11,4595.93
16,5.03646,5.03646,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
17,5.03646,5.08726,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
18,5.03646,5.04533,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
19,5.03646,5.13743,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
20,5.03646,5.07447,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
21,5.03646,5.07879,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
22,5.03646,5.04696,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
23,5.03646,5.06756,inf,inf,nan,-795.83,166.282,449.386,53.393,1034.72,4593.2
24,5.0306,5.0306,inf,inf,nan,-795.854,166.428,449.386,53.2962,1035.99,4575.76
25,5.0306,5.05157,inf,inf,nan,-795.854,166.428,449.386,53.2962,1035.99,4575.76
26,5.0306,5.05057,inf,inf,nan,-795.854,166.428,449.386,53.2962,1035.99,4575.76
27,5.02887,5.02887,inf,inf,nan,-795.934,166.326,449.386,53.4363,1034.5,4592.8
28,5.02887,5.05053,inf,inf,nan,-795.934,166.326,449.386,53.4363,1034.5,4592.8
29,5.02887,5.04149,inf,inf,nan,-795.934,166.326,449.386,53.4363,1034.5,4592.8
